startup_name,sector,subvertical,city,investors,investment_type,amount_usd,date,source_period,year,sector_clean
PeeSafe.in,Healthcare,Hygiene care product manufacturer,New Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,1000000.0,2017-06-12,early_2015_2019,2017,Healthcare
Vista Rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,776000.0,2017-06-12,early_2015_2019,2017,Consumer Internet
CoverFox,Consumer Internet,Online insurance brokerage platform,Mumbai,Transamerica,Private Equity,15000000.0,2017-06-12,early_2015_2019,2017,Consumer Internet
Goodera,Technology,CSR and sustainability management platform,Bangalore,"Nexus Venture Partners, Omidyar Network",Private Equity,5500000.0,2017-06-13,early_2015_2019,2017,Technology
Ola,Consumer Internet,Cab Aggregation App,Bangalore,Tekne Capital Management LLC,Private Equity,50000000.0,2017-06-14,early_2015_2019,2017,Consumer Internet
MrNeeds,Consumer Internet,Micro Food Delivery platform,Noida,undisclosed investors,Seed Funding,500000.0,2017-06-14,early_2015_2019,2017,Consumer Internet
MoneyTap,Consumer Internet,Money Lending platform,Bangalore,"Sequoia India, NEA, Prime Venture Partners",Private Equity,12300000.0,2017-06-15,early_2015_2019,2017,Consumer Internet
Goodbox,Ecommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,Bangalore,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,1000000.0,2017-06-16,early_2015_2019,2017,Ecommerce
Fincash,Consumer Internet,Personal Finance platform,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,100000.0,2017-06-16,early_2015_2019,2017,Consumer Internet
PortDesk,Technology,Maritime Solutions,Noida,Alphard Maritime Group,Seed Funding,2000000.0,2017-06-16,early_2015_2019,2017,Technology
Unbxd,Technology,Cloud-based product discovery platform,Bangalore,Eight Roads Ventures,Private Equity,12500000.0,2017-06-19,early_2015_2019,2017,Technology
DarwinBox,Technology,Enterprise human resources management platform,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private Equity,4000000.0,2017-06-19,early_2015_2019,2017,Technology
ForeverShop,Consumer Internet,Mobile based ecommerce platform,Bangalore,91maker.com,Seed Funding,300000.0,2017-06-20,early_2015_2019,2017,Consumer Internet
Insider.in,Consumer Internet,Events Ticketing platform,Mumbai,Paytm,Private Equity,5200000.0,2017-06-20,early_2015_2019,2017,Consumer Internet
Fynd,Ecommerce,Fashion etailer,Mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Private Equity,2400000.0,2017-06-21,early_2015_2019,2017,Ecommerce
Grow Fit,Consumer Internet,Health-Tech platform,Bangalore,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity,4500000.0,2017-06-21,early_2015_2019,2017,Consumer Internet
Fabulyst,Technology,Artificial Intelligence based platform,Hyderabad,iBhubs,Seed Funding,215000.0,2017-06-21,early_2015_2019,2017,Technology
mSwipe,Technology,Point-of-Sale services,Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity,31000000.0,2017-06-21,early_2015_2019,2017,Technology
Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,Bangalore,"General Catalyst, Founder Collective",Private Equity,4600000.0,2017-06-22,early_2015_2019,2017,Technology
Kissht,Consumer Internet,Consumer Lending platform,Mumbai,"Endiya Partners, Ventureast",Private Equity,2000000.0,2017-06-22,early_2015_2019,2017,Consumer Internet
Explore Life traveling,Consumer Internet,Local homes booking platform,Bangalore,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,500000.0,2017-06-22,early_2015_2019,2017,Consumer Internet
Loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity,4000000.0,2017-06-23,early_2015_2019,2017,Consumer Internet
Voxweb,Consumer Internet,Mobile based social networking platform,Mumbai,Undisclosed investors,Seed Funding,1000000.0,2017-06-23,early_2015_2019,2017,Consumer Internet
HUG Innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,5000000.0,2017-06-26,early_2015_2019,2017,Technology
Flipkart,Ecommerce,Online marketplace,Bangalore,Naspers,Private Equity,71000000.0,2017-06-26,early_2015_2019,2017,Ecommerce
V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,"Seedfund, RB International",Private Equity,4000000.0,2017-06-26,early_2015_2019,2017,Consumer Internet
Stashfin,Consumer Internet,Personal Finance App,New Delhi,"Snow Leopard Ventures, Alto Partners",Private Equity,5000000.0,2017-06-27,early_2015_2019,2017,Consumer Internet
Spares Hub,Ecommerce,Automobile parts marketplace,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed Funding,311000.0,2017-06-27,early_2015_2019,2017,Ecommerce
Rubique,Consumer Internet,Online Marketplace for financial products,Mumbai,"Kalaari Capital, Udayan Goyal",Private Equity,3000000.0,2017-06-28,early_2015_2019,2017,Consumer Internet
Niki.ai,Consumer Internet,AI Based Personal Assistant,Bangalore,"SAP.iO, Unilazer Ventures",Private Equity,2000000.0,2017-06-28,early_2015_2019,2017,Consumer Internet
Fitpass,Consumer Internet,Online Fitness Marketplace,New Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,1000000.0,2017-06-29,early_2015_2019,2017,Consumer Internet
Tagos Design,Technology,in-video discovery platform,Bangalore,Undisclosed Investors,Private Equity,5000000.0,2017-06-30,early_2015_2019,2017,Technology
UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,21000000.0,2017-06-30,early_2015_2019,2017,Consumer Internet
Ace2three,Consumer Internet,Online Rummy playing Website,Hyderabad,Clairvest Group,Private Equity,73700000.0,2017-05-01,early_2015_2019,2017,Consumer Internet
Power2SME,Ecommerce,Buying portal for SMEs,Gurgaon,International Finance Corporation,Private Equity,10000000.0,2017-05-01,early_2015_2019,2017,Ecommerce
Innovapptive,Technology,Enterprise Mobility Solutions,Hyderabad,Hyderabad Angels,Seed Funding,1500000.0,2017-05-02,early_2015_2019,2017,Technology
4tigo,Logistics,Truck Network company,Bangalore,"Accel Partners, Nandan Nilekani,",Private Equity,10000000.0,2017-05-02,early_2015_2019,2017,Logistics
ZippServe,Consumer Internet,Real estate risk assessment platform,Bangalore,undisclosed investors,Seed Funding,390000.0,2017-05-02,early_2015_2019,2017,Consumer Internet
Ola,Consumer Internet,Cab Aggregation App,Bangalore,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",Private Equity,104500000.0,2017-05-03,early_2015_2019,2017,Consumer Internet
Sumeru,Technology,Software & Mobile development services,Bangalore,undisclosed investors,Seed Funding,1000000.0,2017-05-03,early_2015_2019,2017,Technology
Balance App,Consumer Internet,Money Savings & Management App,Bangalore,Rainmatter,Seed Funding,233000.0,2017-05-05,early_2015_2019,2017,Consumer Internet
YepMe,Ecommerce,Private Label Fashion etailer,Gurgaon,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Equity,700000.0,2017-05-08,early_2015_2019,2017,Ecommerce
MyGreens,Food & Beverage,Cold-press Juices manufacturer,New Delhi,"Ajay Relan, LetsVenture",Seed Funding,1000000.0,2017-05-08,early_2015_2019,2017,Food & Beverage
Ace Turtle,Technology,Omni-Channel Platform,Bangalore,"Vertex Ventures, C31 Ventures",Private Equity,5000000.0,2017-05-08,early_2015_2019,2017,Technology
CureFit,Technology,Health-Tech Platform,Bangalore,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Private Equity,3200000.0,2017-05-08,early_2015_2019,2017,Technology
Curie Labs,Technology,Energy Analytics startup,New Delhi,Satoshi Studios,Seed Funding,50000.0,2017-05-09,early_2015_2019,2017,Technology
Vidooly,Consumer Internet,Video Intelligence platform,Noida,"Times Internet, GVFL",Private Equity,1400000.0,2017-05-10,early_2015_2019,2017,Consumer Internet
Shopclues,Ecommerce,Online marketplace,Gurgaon,InnoVen Capital,Private Equity,7700000.0,2017-05-10,early_2015_2019,2017,Ecommerce
Fourth Ambit,Consumer Internet,Community Building platform,Bangalore,1Crowd,Seed Funding,600000.0,2017-05-10,early_2015_2019,2017,Consumer Internet
Early Salary,Consumer Internet,Online lending platform,Pune,"DG Ventures India, Dewan Housing Finance Corp",Private Equity,4000000.0,2017-05-11,early_2015_2019,2017,Consumer Internet
Legal Raasta,Consumer Internet,Legal Services to SMEs & Individuals,New Delhi,Impanix Capital,Private Equity,5000000.0,2017-05-12,early_2015_2019,2017,Consumer Internet
Remit Guru,Consumer Internet,Digital money transfer platform,Mumbai,"Infibeam, CCavenue",Private Equity,466000.0,2017-05-12,early_2015_2019,2017,Consumer Internet
Aequm,Ecommerce,Cloud ECommerce platform,Bangalore,undisclosed investors,Seed Funding,1000000.0,2017-05-12,early_2015_2019,2017,Ecommerce
Zapty,Technology,Project Management tool,Bangalore,IdeaSpring Capital,Seed Funding,500000.0,2017-05-15,early_2015_2019,2017,Technology
Telr,Technology,Online Payment Gateway,Mumbai,Innovations East,Private Equity,3000000.0,2017-05-16,early_2015_2019,2017,Technology
Fynd,Ecommerce,Fashion ECommerce Portal,Mumbai,Rocketship,Private Equity,500000.0,2017-05-16,early_2015_2019,2017,Ecommerce
Genie,Consumer Internet,hyperlocal delivery and logistics mobile app,Chennai,undisclosed investors,Seed Funding,250000.0,2017-05-17,early_2015_2019,2017,Consumer Internet
Paysense,Consumer Internet,Online Lending platform,Mumbai,Jungle Ventures,Private Equity,5300000.0,2017-05-17,early_2015_2019,2017,Consumer Internet
The Good Life,Ecommerce,Online Luxury Tea etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,1000000.0,2017-05-18,early_2015_2019,2017,Ecommerce
Paytm,Ecommerce,Mobile Wallet & ECommerce platform,Bangalore,SoftBank Group,Private Equity,1400000000.0,2017-05-18,early_2015_2019,2017,Ecommerce
EzCred,Consumer Internet,Consumer Lending Platform,Bangalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,1000000.0,2017-05-19,early_2015_2019,2017,Consumer Internet
Delhivery,Logistics,ECommerce Logistics provider,New Delhi,Fosun International,Private Equity,30000000.0,2017-05-22,early_2015_2019,2017,Logistics
ZipGrid,Consumer Internet,"Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd",Seed Funding,500000.0,2017-05-22,early_2015_2019,2017,Consumer Internet
Magicpin,Consumer Internet,Hyperlocal discovery platform,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",Private Equity,6600000.0,2017-05-23,early_2015_2019,2017,Consumer Internet
Box8,Consumer Internet,Food Delivery Platform,Mumbai,Trifecta Capital,Private Equity,1000000.0,2017-05-23,early_2015_2019,2017,Consumer Internet
GenNext Students,Consumer Internet,Online Tutoring Services,Mumbai,Undisclosed Investors,Seed Funding,580000.0,2017-05-24,early_2015_2019,2017,Consumer Internet
Aye Finance,Finance,Non-Banking Financial Company,Gurgaon,Blue Orchard,Private Equity,8000000.0,2017-05-25,early_2015_2019,2017,Finance
Collateral Medical,Ecommerce,Online Medical equipment supplier,Mumbai,Carpediem Capital,Private Equity,3500000.0,2017-05-29,early_2015_2019,2017,Ecommerce
Supr Daily,Consumer Internet,Subscription based delivery platform,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,1500000.0,2017-05-30,early_2015_2019,2017,Consumer Internet
Swiggy,Consumer Internet,Online food delivery platform,Bangalore,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,80000000.0,2017-05-30,early_2015_2019,2017,Consumer Internet
SastaSundar,Ecommerce,Online Pharmacy,Kolkata,Rohto Pharmaceutical,Private Equity,5000000.0,2017-05-31,early_2015_2019,2017,Ecommerce
Magicpin,Consumer Internet,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,Gurgaon,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,7000000.0,2017-05-31,early_2015_2019,2017,Consumer Internet
Cashe,Consumer Internet,Online & Mobile based Lending platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,3800000.0,2017-04-01,early_2015_2019,2017,Consumer Internet
Eruditus,Education,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity,8200000.0,2017-04-03,early_2015_2019,2017,Education
Healthcare at Home,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,40000000.0,2017-04-03,early_2015_2019,2017,Healthcare
WayCool,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Equity,2700000.0,2017-04-04,early_2015_2019,2017,Food & Beverage
Perfios,Technology,Fin-Tech Solutions,Bangalore,Bessemer Venture Partners,Private Equity,6100000.0,2017-04-04,early_2015_2019,2017,Technology
Whatfix,Technology,Interactive Tech-Support Guides,Bangalore,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,3690000.0,2017-04-04,early_2015_2019,2017,Technology
ElastiRun,Technology,App based Logistics & Distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,7000000.0,2017-04-04,early_2015_2019,2017,Technology
Trukky,Consumer Internet,Online Truck Aggregator & Booking platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,500000.0,2017-04-04,early_2015_2019,2017,Consumer Internet
Konsult App,Consumer Internet,App based Doctor Consulting platform,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,500000.0,2017-04-04,early_2015_2019,2017,Consumer Internet
Fingerlix,Consumer Internet,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private Equity,3000000.0,2017-04-05,early_2015_2019,2017,Consumer Internet
Medwell Ventures,Healthcare,Home-Based Healthcare provider,Bangalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,21000000.0,2017-04-06,early_2015_2019,2017,Healthcare
Mech Mocha,Consumer Internet,Mobile gaming startup,Bangalore,"Accel Partners, Shunwei Capital",Private Equity,5000000.0,2017-04-06,early_2015_2019,2017,Consumer Internet
PharmEasy,Ecommerce,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,18000000.0,2017-04-07,early_2015_2019,2017,Ecommerce
FastFox,Consumer Internet,Online rental discovery platform,Gurgaon,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,4600000.0,2017-04-08,early_2015_2019,2017,Consumer Internet
Omnify,Technology,SaaS platform for SMEs,Bangalore,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,150000.0,2017-04-10,early_2015_2019,2017,Technology
Capital Float,Consumer Internet,Online Lending Platform for SME,Bangalore,Mahindra and Mahindra Financial Services,Private Equity,2300000.0,2017-04-10,early_2015_2019,2017,Consumer Internet
Ninjacart,Ecommerce,B2B agri-marketing platform,Bangalore,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,5500000.0,2017-04-11,early_2015_2019,2017,Ecommerce
MergerWare,Technology,Software solutions for M&As,Bangalore,Philippe Bouchet,Seed Funding,100000.0,2017-04-11,early_2015_2019,2017,Technology
Clovia,Ecommerce,Online lingerie & Sleepwear etailer,New Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,4000000.0,2017-04-12,early_2015_2019,2017,Ecommerce
Emiza,Logistics,Third Party Logistics provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,4500000.0,2017-04-12,early_2015_2019,2017,Logistics
HackerEarth,Consumer Internet,Online Skill Assessment Platform,Bangalore,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,4500000.0,2017-04-12,early_2015_2019,2017,Consumer Internet
Squadrun,Technology,Software-As-a-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,2100000.0,2017-04-12,early_2015_2019,2017,Technology
WeAreHolidays,Consumer Internet,Travel Packages & Planner marketplace,Gurgaon,"Urrshila Kerkar,",Private Equity,7700000.0,2017-04-13,early_2015_2019,2017,Consumer Internet
Ola Cabs,Consumer Internet,Cab Aggregator App,Bangalore,SIMI Pacific Pte,Private Equity,260000000.0,2017-04-14,early_2015_2019,2017,Consumer Internet
Myly,Consumer Internet,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Seed Funding,310000.0,2017-04-15,early_2015_2019,2017,Consumer Internet
CrediHealth,Consumer Internet,Online Medical Assistance platform,Gurgaon,"Tolaram Inc, Mountain Pine Capital",Private Equity,1500000.0,2017-04-17,early_2015_2019,2017,Consumer Internet
Snackible,Food & Beverages,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,175000.0,2017-04-17,early_2015_2019,2017,Other
Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,620000.0,2017-04-17,early_2015_2019,2017,Consumer Internet
